-0.645, 0.178, -1.000,0.000, 0.000, 4.075e-16, 0.191, 0.184
-0.835, -1.293, -1.000,0.000, 0.000, 2.636e-16, 0.191, 0.184
-0.454, -0.925, -1.000,0.000, 0.000, 2.221e-16, 0.191, 0.184
-0.264, -0.189, -1.000,0.000, 0.000, 1.629e-16, 0.191, 0.184
-0.454, -1.109, -1.000,0.000, 0.000, 1.224e-16, 0.191, 0.184
-0.454, -1.293, -1.000,0.000, 0.000, 7.621e-17, 0.191, 0.184
-0.835, 0.178, -1.000,0.000, 0.000, 5.337e-17, 0.191, 0.184
-0.835, -0.006, -1.000,0.000, 0.000, 4.387e-17, 0.191, 0.184
-0.835, -0.189, -1.000,0.000, 0.000, 3.159e-17, 0.191, 0.184
-0.454, -0.189, -1.000,0.000, 0.000, 2.013e-17, 0.191, 0.184
-0.835, -0.373, -1.000,0.000, 0.000, 1.991e-17, 0.191, 0.184
-0.454, -0.373, -1.000,0.000, 0.000, 1.417e-17, 0.191, 0.184
-0.645, -1.293, -1.000,0.000, 0.000, 1.001e-17, 0.191, 0.184
-0.454, -0.557, -1.000,0.000, 0.000, 8.656e-18, 0.191, 0.184
-1.026, 0.178, -1.000,0.000, 0.000, 6.890e-18, 0.191, 0.184
-1.026, -0.006, -1.000,0.000, 0.000, 5.551e-18, 0.191, 0.184
-0.454, -0.741, -1.000,0.000, 0.000, 4.420e-18, 0.191, 0.184
-1.026, -0.189, -1.000,0.000, 0.000, 3.918e-18, 0.191, 0.184
-0.645, -0.006, -1.000,0.000, 0.000, 3.438e-18, 0.191, 0.184
-0.835, -0.925, -1.000,0.000, 0.000, 3.099e-18, 0.191, 0.184
-0.645, -0.189, -1.000,0.000, 0.000, 2.567e-18, 0.191, 0.184
-1.026, -0.373, -1.000,0.000, 0.000, 2.421e-18, 0.191, 0.184
-0.835, -1.109, -1.000,0.000, 0.000, 1.914e-18, 0.191, 0.184
-0.645, -0.373, -1.000,0.000, 0.000, 1.688e-18, 0.191, 0.184
-0.645, -0.557, -1.000,0.000, 0.000, 9.701e-19, 0.191, 0.184
-1.026, -0.925, -1.000,0.000, 0.000, 4.222e-19, 0.191, 0.184
-1.026, -1.109, -1.000,0.000, 0.000, 2.699e-19, 0.191, 0.184
-1.026, -1.293, -1.000,0.000, 0.000, 1.811e-19, 0.191, 0.184
-0.645, -0.925, -1.000,0.000, 0.000, 1.308e-19, 0.191, 0.184
-1.216, -0.925, -1.000,0.000, 0.000, 8.372e-20, 0.191, 0.184
-0.645, -1.109, -1.000,0.000, 0.000, 7.504e-20, 0.191, 0.184
-0.835, -0.557, -1.000,0.000, 0.000, 5.488e-20, 0.191, 0.184
-1.216, -1.109, -1.000,0.000, 0.000, 5.222e-20, 0.191, 0.184
-0.835, -0.741, -1.000,0.000, 0.000, 2.725e-20, 0.191, 0.184
-1.026, -0.557, -1.000,0.000, 0.000, 6.545e-21, 0.191, 0.184
-1.026, -0.741, -1.000,0.000, 0.000, 3.396e-21, 0.191, 0.184
-0.645, -0.741, -1.000,0.000, 0.000, 2.452e-21, 0.191, 0.184
-1.216, -0.741, -1.000,0.000, 0.000, 6.314e-22, 0.191, 0.184

Orientation
0.000, 1.000e-07, 2
45.000, 0.000e+00, 7
90.000, 1.000e-07, 1
135.000, 0.000e+00, 6
180.000, 1.000e+00, 0
225.000, 0.000e+00, 5
270.000, 0.000e+00, 4
315.000, 0.000e+00, 3
